name,cuisines,rest_type,rate,dollar_sign,restaurant_value,x,y
The Black Pearl,NorthIndian,CasualDining,4.8,3,5,1.0371027621527114,0.990426157940592
Jalsa Gold,NorthIndian,CasualDining,4.0,3,5,-1.7668168727612645,-0.8210870885362318
Barbecoa,NorthIndian,CasualDining,4.3,3,4,-0.11550783246060095,-0.6384180433171771
Village - The Soul of India,NorthIndian,CasualDining,3.9,3,4,-0.21650728526384974,-1.7075082588214046
Flavours - Octave Hotel & Spa,NorthIndian,CasualDining,3.0,2,0,-0.1489761678148287,-1.1450423639886638
Chai Resto,FastFood,QuickBites,3.6,1,2,-1.066223753716818,0.4045498546618673
Imperio Cafe,Cafe,QuickBites,3.9,1,3,-0.3888417564741455,-0.12179365494396113
Rangla Punjab,NorthIndian,QuickBites,2.9,1,0,-1.7062669933309005,-1.0119085677085993
Odians,NorthIndian,QuickBites,3.2,2,1,1.8353332051166922,-1.0030092428507764
Pet Full @ 99,NorthIndian,QuickBites,3.1,1,0,1.334971830923565,0.017358139875222008
New Punjabi Dhaba,NorthIndian,QuickBites,3.9,1,4,2.440887225286316,-0.6001626641963262
Punjabi Dawat,NorthIndian,QuickBites,2.9,1,0,-0.12134657050760642,-0.292545351192506
Phulke Ghar Ke,NorthIndian,QuickBites,4.0,1,3,3.925419674721807,0.48594395287777215
The Meal Story,NorthIndian,CasualDining,4.2,2,3,-1.6578222346018285,2.1240209969997936
Meghana Foods Grand,Biryani,CasualDining,4.2,2,5,0.2646499155142527,1.3419406652362118
Murli,NorthIndian,CasualDining,3.9,2,4,-0.7018202166680458,1.1133026401150785
Basmati Restaurant,Biryani,CasualDining,3.8,2,3,0.8680520653023325,-1.0287799355523024
Reddy's Restaurant,Andhra,CasualDining,3.6,2,2,0.64839853264832,1.523564152989768
Sukhi Bhava,Andhra,QuickBites,3.6,1,2,-0.2993213138782945,0.09009472977836203
Fun Kitchen,NorthIndian,QuickBites,3.8,1,2,-0.41252107085246686,0.653337613564677
Hyderabadi Biryani Hub,Biryani,QuickBites,3.0,2,0,1.1317738244330737,-0.6978234068201029
Blueberry Restaurant,NorthIndian,QuickBites,3.7,1,2,0.6696856135873281,0.5400039943457453
Biryani Kitchen,Biryani,QuickBites,3.9,1,3,0.21772573077342883,-1.226833320726581
Udupi Aatithya,SouthIndian,QuickBites,4.0,1,3,-0.5342326791638745,-1.188413610000166
Pepperwood,Biryani,QuickBites,3.8,1,2,-0.6468933465819869,0.15250023485232686
Biriyani House,Biryani,CasualDining,3.6,1,2,1.297408875191263,0.644392066213545
Punjabi Khana,NorthIndian,QuickBites,3.0,2,0,-1.0597124082008382,0.2706283626449891
Al Daaz,NorthIndian,CasualDining,4.2,2,3,0.4599327535624019,-0.02019926480289909
Bihar Ki Shan,NorthIndian,QuickBites,3.9,1,3,0.02820841148544224,0.8504261134894222
Sai Santhi Cafe,SouthIndian,CasualDining,3.8,1,2,0.6900797768006446,0.22148525975890743
Sri Vishnu Veg,SouthIndian,QuickBites,3.0,1,0,-0.32797474000304333,0.24645878015820105
Sri Vishnu Grand & Garden Restaurant,SouthIndian,QuickBites,3.8,2,2,0.5282746212474737,0.4581082734063382
Bahar Cafe,Andhra,CasualDining,4.0,2,4,0.8872179216101473,0.8751481426101027
Sri Vishnu Grand,SouthIndian,CasualDining,3.8,1,2,1.2585283440046413,-1.3310737588932606
Bathinda Dine,NorthIndian,CasualDining,4.0,2,3,-1.5622914085050015,1.1554978939969525
WOW! Momo,Chinese,QuickBites,3.0,1,0,0.5179521313289133,-1.378534728412858
Sri Krishna Kitchen,NorthIndian,QuickBites,3.6,1,2,-0.4448953420894476,-0.38246966191195725
Basaveshwara Khanavali,SouthIndian,QuickBites,3.6,1,2,-0.15176936739837565,0.8635708163971354
Punjabi Food Point,NorthIndian,QuickBites,3.3,1,1,-0.3341447349999453,-0.12095065425505706
Punjabi Tadka,NorthIndian,CasualDining,2.8,1,0,-0.7964579349879363,2.1016912496615165
Sri Udupi Park,SouthIndian,CasualDining,3.1,2,0,1.2530002221848906,0.8723132195366409
Punjab Di Shaan,NorthIndian,CasualDining,3.0,1,0,0.5177913077501859,-0.2615283546380121
Punjabi Nukkad Pure Veg,NorthIndian,QuickBites,3.0,2,0,0.5598136487591573,-0.051542368604614544
Atithi Sambrama,SouthIndian,QuickBites,3.9,1,3,-0.2814702819969369,-0.8981041813137213
Navya's,NorthIndian,CasualDining,2.9,2,0,-2.342186017509335,-1.1403727724184638
Mandya Gowdru Donne Biriyani,Biryani,QuickBites,3.8,1,2,0.0035646945085978637,-0.9101499768109634
Indori Zaika,NorthIndian,QuickBites,2.8,1,0,-0.6303868687146732,-1.051283502577706
Rayalaseema Chefs,NorthIndian,CasualDining,3.9,2,3,0.7416942542929584,0.07337788878391756
Delhite Food,NorthIndian,QuickBites,3.0,1,0,-0.9168416307279443,-0.5181840678750196
The Rasaganga,SouthIndian,CasualDining,3.7,2,2,-0.8683182850356657,0.1591488729058056
Udupi Nalapaka,SouthIndian,QuickBites,3.7,1,2,-1.075552427858267,0.5709022415036127
Konaseema Kitchen,NorthIndian,CasualDining,3.8,2,3,2.3030370150600903,-0.4547762031063262
PSV's Andhra Paradise,Andhra,CasualDining,3.0,2,0,0.2275444138571318,1.5528724476681235
Maia - Eat | Bake | Mom,Continental,CasualDining,4.3,3,4,-0.37828138813518164,-0.48270828519578035
Punjab Zone,NorthIndian,QuickBites,2.9,1,0,0.06784388647429467,-0.954575340983915
Yummy Punjabi,NorthIndian,QuickBites,2.9,1,0,0.5705870160525345,-0.31484862870353825
Meghana Biryani,NorthIndian,CasualDining,2.3,2,0,-2.393047483215721,-0.1370587930986931
Spicy Khana Point,NorthIndian,QuickBites,3.0,2,0,1.2316736499429286,-0.46112317325284236
Nutty Affair,Desserts,QuickBites,3.7,1,2,1.1909814627341935,-0.7067980125023716
Abhiruchi Restaurant,Andhra,CasualDining,3.4,1,1,-0.3101412217988237,-0.6460079849024231
Pasta Twist Plus,FastFood,CasualDining,2.6,1,0,-0.7167092435104981,0.615316484852936
Hyderabadi Biriyani,Biryani,CasualDining,3.4,2,1,0.07359228123415254,0.35378444518594176
Momo Rice Noodles,Chinese,QuickBites,3.4,2,1,-1.107643974595271,0.9702572511412931
Hungry Bird,NorthIndian,QuickBites,3.6,1,2,-0.5127742761194156,-0.1161711369486448
Dhaba Estd 1986 Delhi,NorthIndian,CasualDining,4.4,3,4,0.609499915184124,-0.31498681267914114
Inhouse Burger,FastFood,QuickBites,4.0,1,3,0.4040870077728824,1.4677692347480522
Manchow,Chinese,CasualDining,3.8,2,2,-0.31653723299534536,-1.6462658679851112
Andhra Vilaas,Andhra,QuickBites,3.7,1,2,0.28271706278588044,-1.0370981249386466
Biriyani Zone,Biryani,CasualDining,3.9,2,3,-0.46507559221278827,1.533750571070799
Paratha Treat,NorthIndian,QuickBites,3.6,1,2,-0.41770137494045895,-0.7270686314268185
New Cool Joint,FastFood,QuickBites,3.0,1,0,-0.16660266826401518,0.5879103392615516
Al Khansah,Biryani,CasualDining,3.9,2,3,-1.4801638249812172,-1.3503808907847348
Chullah Bhatti,NorthIndian,CasualDining,4.0,2,3,-0.35006766268075334,0.7396739391966097
Float,NorthIndian,CasualDining,4.4,3,5,-0.48647998034864987,-0.1657119038578405
Appetite Workstation,NorthIndian,QuickBites,3.6,2,2,-0.10876304263981072,0.665346305655182
Mango Tree Grand,Andhra,QuickBites,3.8,2,2,-0.5327238023578929,-1.0558763804749662
Parrattha Ssinghh,NorthIndian,QuickBites,4.2,1,3,1.2236213592593193,1.383638282940363
Atithi Aramane Veg,SouthIndian,QuickBites,3.9,1,3,-0.8871387711195625,-1.327131215648351
AKSHAYA BIRYANI,Biryani,QuickBites,3.6,1,2,-0.13355184528515066,-1.0770194210180053
Reddy's Paradise,FastFood,QuickBites,3.4,1,1,0.8675541153241383,2.1941033089378528
Ajwa Thalassery Biryani,Biryani,QuickBites,3.9,2,3,0.8219797611826798,0.48988208900760544
Singh Saheb Di Rasoi,NorthIndian,QuickBites,3.2,2,1,-0.6962692699674123,-2.241869817845872
Quick Bites Food Junction,NorthIndian,QuickBites,3.8,1,2,1.9281304615424015,-0.253499414490919
Kidilum,NorthIndian,CasualDining,3.6,1,2,-0.2359377018194315,-0.7804572701038552
Vandana Andhra and Multi Cuisine,Andhra,CasualDining,4.1,2,3,1.2079874133097606,-1.6909981341244134
Aashish Foods,NorthIndian,QuickBites,3.8,1,2,0.3247087073412094,1.1942983416655093
Shree Khana Khazana,NorthIndian,QuickBites,4.2,1,3,1.1854956035818438,-0.6742211048286518
Moti Mahal Delux,NorthIndian,CasualDining,4.0,3,3,-0.7883425627927945,0.5216683270550914
Shri Vishnu Grand,NorthIndian,CasualDining,3.0,1,0,-0.7027563773389086,0.7520735880557894
Andhra Paris,Andhra,QuickBites,3.2,1,1,0.7286835633585432,-1.1413483725709648
Annapurna Foods,NorthIndian,CasualDining,3.0,1,0,0.2222273011328642,1.0353809043033788
Spicy Punjabi Pharatha,NorthIndian,QuickBites,2.9,1,0,1.133231578847156,1.1759934544711887
Zayakedar,NorthIndian,QuickBites,4.0,1,3,-0.20801965240656878,0.6085764521019503
Park N Eat,Chinese,QuickBites,3.7,1,2,0.41332927047765755,-1.2086207243103608
Amrutha Grand Restaurant,NorthIndian,CasualDining,3.2,2,1,-0.6487855678410781,-1.0431770054060001
Nanda's,NorthIndian,CasualDining,2.9,1,0,-0.27936423030316476,1.084980036035253
Shahi Zaikha,Chinese,QuickBites,3.2,1,1,0.5235933292075502,-1.267775245882476
Srinathji's,NorthIndian,CasualDining,3.9,2,3,0.7506530072013579,1.5489354403061635
Sichuan,Chinese,CasualDining,4.1,2,3,-0.19870747744715478,-0.5739506275251519
Bellandur Kitchen,NorthIndian,QuickBites,3.4,1,1,1.4587287933000608,-1.7194318830177022
Parathe Ghar Ke,NorthIndian,QuickBites,3.2,1,1,1.5721956941676747,-0.5702968996868297
Apna Veg Dhaba,NorthIndian,CasualDining,3.1,1,0,1.0581378356924314,-1.2438740356330449
Dad's Cookhouse,NorthIndian,QuickBites,4.0,1,3,-0.7385941033262006,-1.5449766980640538
Abbabi Chicken,FastFood,QuickBites,3.8,1,2,0.4746584219003195,-0.45662569746022186
Azura Restaurant,NorthIndian,CasualDining,2.8,2,0,-0.21025052673711717,1.543224913303129
Ritomi's Lov,NorthIndian,QuickBites,3.7,1,2,1.8721157958664612,0.4172947257127729
Southinn,SouthIndian,QuickBites,3.2,1,1,-0.9678546625129557,0.4703646660220132
Eden Huts Restaurant,Chinese,CasualDining,4.0,1,3,-1.0550345221181248,0.05626188961126045
Shekhawati Restaurant,NorthIndian,QuickBites,3.7,1,2,0.15628113018262405,0.3959712442061136
Baithak,Continental,CasualDining,4.2,3,4,0.6930720597794042,0.03995921569791818
Mumbai Xpress,FastFood,QuickBites,2.9,1,0,-0.7084814314215059,-0.4059647111297388
Filmy Kitchen,NorthIndian,QuickBites,3.7,1,2,0.7672887070060161,-2.471701130464438
Samaroh,NorthIndian,CasualDining,4.0,3,3,-1.929359194590471,1.3265266433944993
Madurai Meenakshi Vilas,SouthIndian,QuickBites,3.6,1,2,-0.39269302117107685,-0.14373222229124433
Biryani House,Andhra,CasualDining,3.0,2,0,-0.578718673414048,0.16589022700953795
Karavali Naati Mane,SouthIndian,QuickBites,3.1,1,0,0.7896764624787298,-2.3593637994343957
The Punjabi,NorthIndian,CasualDining,2.9,2,0,0.7243137601518983,-0.7248543822774371
Spicy Paratha House,NorthIndian,QuickBites,3.0,1,0,-1.148350559752035,-0.9546755287728674
Foodies Hub,NorthIndian,QuickBites,3.1,2,0,0.32687496117677317,1.163432582703993
The Modak,NorthIndian,QuickBites,3.6,1,2,0.40905076291107717,1.369103669091525
Delhi Restaurant,NorthIndian,QuickBites,3.8,1,2,-0.7145455774559415,0.6023373564873948
Chatorezz,NorthIndian,QuickBites,3.6,1,2,0.4160971526244953,0.6917805494514178
Aapni Rasoi,NorthIndian,QuickBites,3.2,1,1,-1.4471654626389348,-1.398786957906964
Deccan Kitchen,SouthIndian,CasualDining,3.7,2,2,-0.12477456915928006,0.2366400303317174
Shanghai Bistro,Chinese,CasualDining,4.1,2,3,0.7910183573959076,2.0575728763690866
Kritunga Restaurant,Andhra,CasualDining,3.8,2,4,0.8026942415258354,0.6098168421319224
Desi Chulha,NorthIndian,QuickBites,3.7,1,2,-2.1858839034303825,1.0883963684504199
Kabab Mandra,NorthIndian,QuickBites,2.9,1,0,-0.5026431578967496,0.6186283571001764
Homifoo,NorthIndian,QuickBites,3.0,1,0,-0.7640678119764133,0.9321665853546043
Ghar Ki Rasoi,NorthIndian,CasualDining,3.7,2,2,-0.5196927719696933,-0.4454543545106236
Cooking Mom,NorthIndian,CasualDining,2.9,2,0,0.8048800476474739,-0.11097044182143061
Biriyani Bungalow,Biryani,CasualDining,3.9,2,3,0.24464431781291562,-0.8771096413669327
Mak n Vak - Fyn,NorthIndian,QuickBites,3.9,2,3,-0.529918291679612,-0.9870146327477631
Bawarchi Khaana,NorthIndian,QuickBites,3.3,2,1,-0.053644744088688974,-1.093946004105952
Hotel Sapthagiri,Andhra,CasualDining,3.6,2,2,-0.15425628830191282,0.7967854307838329
Jashn,NorthIndian,CasualDining,3.7,2,2,-0.3489592160666494,0.49210901923066913
Health Zingo,NorthIndian,CasualDining,3.8,2,2,0.5995787446524702,-1.091518068435057
Corner Huts,NorthIndian,QuickBites,3.8,1,2,0.5086666948485404,-0.5718364141614297
Half & Half Food Box,NorthIndian,QuickBites,3.1,2,0,0.6984973439076875,0.5468871103696488
Food Treat,NorthIndian,QuickBites,3.3,1,1,0.7634008040002458,1.2377401394557292
Hotel Tanish,SouthIndian,QuickBites,3.6,1,2,0.5682651194689485,0.48229204987201935
Royale Dine,NorthIndian,CasualDining,3.0,2,0,0.5251594081888639,-0.020545867896621595
Atithi Family Bar & Restaurant,NorthIndian,CasualDining,3.6,2,2,0.9400425876537342,0.549553555283369
Eatwell Restaurant,Biryani,QuickBites,3.0,1,0,0.4820189798082126,0.12839984324246914
Muscat Restaurant,NorthIndian,QuickBites,3.0,1,0,1.1225298928450187,0.16574237904120656
Kaka Singh,NorthIndian,CasualDining,2.6,1,0,-2.103655276756867,0.4638382263454896
Biryani Hut,NorthIndian,QuickBites,3.0,1,0,-0.5926282676231382,1.5858903111950278
Red Stone Kitchen,NorthIndian,CasualDining,3.8,2,2,0.721501839550584,0.04228054889238274
Khan Saheb Grills And Rolls,Biryani,QuickBites,3.2,1,1,1.6010684809830353,-0.38158297546183356
Ram Bhog,Chinese,QuickBites,3.8,1,2,-0.6420206184147407,1.1711779016553643
Silsila Restaurant,Chinese,CasualDining,3.7,2,2,-0.4654161726533831,1.7032445359638377
Keerthi Restaurant,NorthIndian,QuickBites,3.3,1,1,-1.2621064538461986,0.10135548540009266
Indy Palate,Continental,QuickBites,3.6,1,2,-1.2134624369083085,-1.1273995429819608
Sri Vasavi Restaurant,Chinese,QuickBites,3.6,1,2,0.19973411191112037,-0.14538235265455535
Nukkad,NorthIndian,CasualDining,3.0,2,0,0.5718374077225152,0.44602546777754615
Dhaba Shaba,NorthIndian,QuickBites,3.2,1,1,0.5537506333987874,-0.6506685990911321
Ghar Ka Chulha,NorthIndian,CasualDining,3.1,2,0,-0.5238350096104378,0.36657003086045686
The Zaika Of Banaras,NorthIndian,QuickBites,3.4,1,1,-0.26276250846443505,-0.5954260239591571
T Square,FastFood,QuickBites,3.2,1,1,0.5488910277600277,-0.3436244439237072
Sri Sai Mango Tree Restaurant,NorthIndian,CasualDining,3.6,2,2,1.2324571131011055,-0.4586426087651821
Night Diaries,NorthIndian,QuickBites,3.1,1,0,0.9519168436561952,0.31161678735126586
Bhagini,Andhra,CasualDining,2.3,2,0,0.3137841841225816,1.3359397552265488
Unico,NorthIndian,CasualDining,3.7,2,2,-0.203920096407256,-0.865292477015675
Annalakshmi,Andhra,CasualDining,3.0,2,0,0.029033529707313533,0.4035038233666793
Hotel Shreekshetra,NorthIndian,QuickBites,3.6,1,2,0.3017177902514899,-1.4367454708457577
Al Zaiqa Hotel,Chinese,QuickBites,3.0,1,0,0.5964485556886184,0.3912622643331335
Hyderabad Biryaani Palace,Chinese,CasualDining,3.3,2,1,-0.7060741571433585,0.17869702177694954
Lucknow Central,NorthIndian,QuickBites,3.0,1,0,0.10489988859513902,1.3109707797260055
Gowdaaa Mane Oota,SouthIndian,QuickBites,3.4,1,1,-0.00959678757741442,-0.28987796055037457
Hotel Aahaa,SouthIndian,QuickBites,3.7,1,2,-0.16550722826779138,-1.20722265113435
Yummy Punjabi Delight,NorthIndian,QuickBites,3.2,2,1,0.14355779450374942,0.6737738319090264
Chatorr,FastFood,QuickBites,2.9,1,0,0.4861688420843594,-0.94770344083221
#FeelTheROLL,FastFood,QuickBites,3.4,1,1,-1.250326256454826,-0.29762627613527876
Hotel Masthi Kabab,NorthIndian,QuickBites,3.1,1,0,-0.5257571972511353,0.18415365137723455
Al Khwaja,NorthIndian,CasualDining,3.0,1,0,0.42680599149973447,-1.2913863011251279
Spicy Hub,NorthIndian,QuickBites,3.0,1,0,-0.3499224686288498,0.6961591190479097
Taste Of India,NorthIndian,QuickBites,3.1,1,0,0.0008380064534140478,0.09926565911368547
Spice Garden by Dum Mast Biryani,NorthIndian,CasualDining,3.2,2,1,-0.1965375394585411,-0.1491690475940291
Spicy Andhra,Andhra,CasualDining,2.9,2,0,0.20232905254980982,0.8573225558971287
Mughal Samraj,FastFood,CasualDining,3.2,2,1,0.8440182759293461,0.9974076868579639
Aaha Andhra,Andhra,CasualDining,3.7,2,2,0.93621066228226,-0.40394760354530895
Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,NorthIndian,CasualDining,3.0,2,0,-1.2554197477569529,-0.6104191133732021
Swathi Deluxe,NorthIndian,CasualDining,3.9,2,3,1.3334285423284233,1.8790162236532177
Ultra Biriyani Paradise,Biryani,QuickBites,3.2,1,1,-0.9342371273398621,-0.6404568540325146
Just Delhiwala,NorthIndian,QuickBites,3.8,1,2,-0.10817122460951897,0.86100905436196
Cafe Talkhouse,NorthIndian,QuickBites,3.8,1,2,0.5695095647092366,-1.3690117386703464
Foodzoo,NorthIndian,QuickBites,3.7,1,2,-0.3132116602225937,0.05046539355313582
Rolls Kitchen,FastFood,QuickBites,3.2,1,1,-1.6813522728483223,0.11242743610561509
Nayi Dilli by Anand Sweets,NorthIndian,CasualDining,4.0,3,3,1.6370448343929782,0.3627805768234702
Cauvery Hyderabadi Biriyani,NorthIndian,CasualDining,3.8,2,2,0.1360730360403157,-0.7431859869574984
Baba Da Dhaba,NorthIndian,CasualDining,3.6,2,2,1.160272418217856,0.7422299679816672
Fine Day,Biryani,QuickBites,3.1,2,0,-0.09076545057552898,-0.4572035694241115
Smokin Bites,NorthIndian,QuickBites,3.4,1,1,0.6301026538710615,-0.024296321881642
China On My Plate,Chinese,CasualDining,2.8,2,0,-1.9434590104762413,0.2750756040422391
Paratha King,NorthIndian,QuickBites,3.1,1,0,-0.8080907893933075,-0.16765282212731322
Kakatiya's,SouthIndian,QuickBites,3.1,1,0,-0.025062414130984215,1.9925067327291792
Savours,NorthIndian,QuickBites,3.3,1,1,-0.6412153727532267,-0.5778914471565486
Chullah Chandigarh,NorthIndian,CasualDining,4.2,2,3,0.4483720173971139,-0.7564379392135968
Dalchini,NorthIndian,CasualDining,4.0,2,3,0.2901260922949507,-0.12407343521463561
Andhra Spicy,Andhra,QuickBites,3.0,1,0,-0.2281074489875492,0.6671355955527326
Palki Grand,NorthIndian,CasualDining,2.9,2,0,-0.1991970860547533,0.18537326010292876
TRP -That Roll Place,FastFood,QuickBites,3.6,1,2,-0.6605703354930297,1.3249448691287629
Sri Krishna Upahar,SouthIndian,QuickBites,3.6,1,2,1.458918514662126,0.041137057582993825
Uttar Karnataka Lunch Home,SouthIndian,QuickBites,3.1,1,0,0.6525307794433659,-0.49169990173004263
Maa Vooru,FastFood,QuickBites,3.3,1,1,2.8413911058751102,-0.9201469843340337
Ambur Biriyani Centre,Biryani,QuickBites,3.3,1,1,0.856067900836611,0.8666386307375332
Wimpie,SouthIndian,CasualDining,3.3,2,1,-1.4231717600824045,-2.3390454206631563
Madurai Idly Shop,SouthIndian,QuickBites,2.2,1,0,2.3268795457614075,-0.9878312001532052
Bengaluru's Biryanis Paradise,Biryani,QuickBites,3.7,1,2,0.6285367255207782,-0.7693212922287838
Ambur Star Biryani,Biryani,QuickBites,3.0,1,0,1.1368939056817693,1.203648649755186
Ambur Biryani Point,Biryani,QuickBites,3.3,1,1,-0.715994001083375,0.1643317112984049
Ebony,NorthIndian,CasualDining,4.3,3,5,-0.5532559656799584,-1.2039023756399236
Saatvikk,NorthIndian,CasualDining,2.8,2,0,0.8787130409504146,-0.16858145264803975
70 Brigade - Iris Hotel,Chinese,CasualDining,3.9,3,3,0.323787656402129,1.1493832138049442
Monarch,NorthIndian,CasualDining,3.6,2,2,1.7197438194529644,0.7017378460829627
Konark Vegetarian Restaurant,NorthIndian,CasualDining,4.1,2,4,1.0418140319578415,-0.586910937731899
The Spice Bazaar,NorthIndian,CasualDining,4.2,3,3,0.15668364642875404,-0.9257390845403612
Season - Adarsh Hamilton,NorthIndian,CasualDining,4.3,3,3,2.1342930671228344,0.550235641430786
Puran da Dhaba - The Pride Hotel,NorthIndian,CasualDining,3.9,3,3,-2.052509826197977,-1.3003120953440415
Tiger Trail - Ramada Hotel,NorthIndian,CasualDining,4.0,3,3,-1.3857414048204193,0.31682591323768844
Citrus Cafe - Lemon Tree Premier,NorthIndian,CasualDining,3.9,4,3,0.5236590954069933,-1.5076670370919862
The Oriental Spice - Ashraya Hotel,Chinese,CasualDining,3.9,3,3,0.2038590071405826,0.028332683335723204
Cafe Treat - The Pride Hotel,Continental,CasualDining,4.1,3,3,1.3953436240954658,0.37459756440052544
South Parade - The Chancery Hotel,NorthIndian,CasualDining,3.1,3,0,2.2273206733120348,0.1888658848315375
Mint Masala,NorthIndian,CasualDining,2.8,3,0,1.238969292670253,0.8695928607531547
Curry with a 'K' - St. Mark's Hotel,NorthIndian,CasualDining,3.9,3,3,0.4502378528160113,-0.5230305859906876
Northern Gate- Gateway Hotel,NorthIndian,CasualDining,3.9,3,3,-1.0830435386999044,0.9627338485902751
Canopy,NorthIndian,CasualDining,3.0,2,0,0.2104800075919362,-0.7751304835887538
Cafe @ Elanza,Chinese,CasualDining,3.7,3,2,-0.37315227298422454,-0.7567498283966474
Tiffanys,Continental,CasualDining,2.9,3,0,-0.1058107012799325,0.5862778553952406
Nithyothsav - Hotel Ramanashree,NorthIndian,CasualDining,3.0,3,0,0.3069317394995527,-0.8504500498134976
Cafe Monarch Luxur,NorthIndian,CasualDining,3.8,2,2,-0.40409610304886706,1.019200511238999
Sunehri,SouthIndian,CasualDining,3.7,2,2,-1.315082762983944,2.256820685008915
Bazaar- Zone By The Park,Continental,CasualDining,3.8,3,2,-0.37473737898204734,1.0892014318070085
VT Sindhur Veg,NorthIndian,CasualDining,3.3,2,1,2.095940660293653,0.47604701374336633
Spice It,NorthIndian,CasualDining,3.8,3,2,1.1262714346917384,1.3698702505111258
Banjara Melting Pot,NorthIndian,CasualDining,4.2,3,3,1.0846801230238399,1.0239836076110211
Zodiac - Fortune Select JP Cosmos Hotel,NorthIndian,CasualDining,3.8,3,2,1.0218736349170752,-0.2807803531017437
One Atria Cafe,SouthIndian,CasualDining,3.7,3,2,-0.22770310539342384,0.02452374635526583
Yomama!!,Continental,QuickBites,3.6,2,2,-0.6161797519443969,-1.280477449140226
Cafe Mozaic - Taj MG Road Bengaluru,NorthIndian,CasualDining,4.1,4,3,-0.47036567436452886,1.441822043802223
Berrylicious Cafe,Continental,CasualDining,4.1,2,3,1.508600659829681,-0.40277172826724544
Infinitea Tea Room & Tea Store,Continental,CasualDining,4.3,3,4,-1.2245510483986475,-1.2419411388765382
New Taj,NorthIndian,QuickBites,3.3,1,1,1.4093478516461528,1.5011935095419757
Sandhya Veg,SouthIndian,QuickBites,3.0,1,0,-0.5313994184202266,0.4334197884860817
Shahi Family Restaurant,NorthIndian,QuickBites,3.4,1,1,-0.4636991976665116,-0.9066322014027338
Punjabi Dhaba,NorthIndian,QuickBites,3.0,1,0,0.6991576346149178,0.20758425211449488
Donne Biryani House,Biryani,QuickBites,3.3,1,1,0.048151910125244786,-0.2972145049012268
Bangalore Shadi Biriyani,Chinese,QuickBites,3.0,1,0,1.535033259873917,-1.9188343930047103
Roti Shotti,NorthIndian,QuickBites,3.8,1,2,-0.13947893618267374,-0.5853690116376896
Indian Chicken Biryani Point,Biryani,QuickBites,3.3,1,1,-1.1817618389397817,0.5003754168298835
No 10 Fort Cochin,Biryani,CasualDining,3.8,2,2,2.5129193394907716,-1.1292499896388006
KKR FOODIES,Biryani,QuickBites,3.1,1,0,1.6292650493912069,0.29126745243649993
Hotel Dil Coorg,NorthIndian,QuickBites,3.6,1,2,-0.17140823720322138,0.28885363658969904
Snack House,FastFood,QuickBites,3.8,1,2,-1.051957025887701,0.6910581169341607
Xpress Biryani,Biryani,CasualDining,4.3,2,3,0.01717800833885361,1.8067659981721662
Donne Biryani Hatti,Biryani,QuickBites,3.6,1,2,-2.0758729069256483,-1.1345283249693674
Ishta Upahar,SouthIndian,QuickBites,3.4,1,1,0.6719298215427173,-0.34370349263254185
Kaati Zone,FastFood,QuickBites,3.1,1,0,-0.9084048001872073,-0.02038769788412905
Alampur Bar And Restaurant,Chinese,CasualDining,3.7,2,2,-0.16634873182672652,0.2521004411728793
Chetty's Coffee,SouthIndian,QuickBites,3.7,1,2,-0.34501468467636276,0.2269403305663527
Cita Pani,Biryani,QuickBites,3.9,1,3,-0.8152157688195445,0.9511013243767676
Delicacy,Chinese,CasualDining,3.9,2,3,-0.056210548883077444,-0.029562643289703015
Kareem's,NorthIndian,QuickBites,3.6,2,2,1.0999560794649852,-1.5419537166622435
Vijayalakshmi Veg,SouthIndian,QuickBites,3.9,1,3,-1.6467000966963905,1.9343682650438918
Eden Park,Andhra,CasualDining,4.1,3,3,-1.146794025069165,0.18189572929313574
Pind Balluchi,NorthIndian,CasualDining,4.0,2,4,1.6984380144584805,1.7485954962581176
Hotel Ramprasad,SouthIndian,QuickBites,4.2,1,3,-0.13649821671726212,-0.7253046734097591
Indian Spice Food,NorthIndian,QuickBites,3.6,1,2,-2.3250993913103932,1.039207344290071
Kitchen of Joy,FastFood,QuickBites,4.1,1,3,1.0308886640744146,-0.5145895526385533
NH7 Refuel,NorthIndian,QuickBites,3.0,1,0,-0.8155240925802487,0.6702989419070313
Sheesh Kebab,NorthIndian,CasualDining,4.1,2,3,-0.2897336065187694,-0.680297713474272
Fruit Face,FastFood,QuickBites,3.6,1,2,0.1415989390276599,-0.4362765658431958
Srinidhi Sagar Food Line,SouthIndian,QuickBites,3.7,1,2,-0.8074219172438029,2.372940827884421
Firewood Biryani,Biryani,QuickBites,3.9,1,3,-0.5272126773398721,0.23561600744916525
Venus Biryani,Biryani,QuickBites,3.0,1,0,1.6135479721612767,-0.6640211940981121
Chichaba's Taj,Biryani,CasualDining,3.9,2,3,-1.9063244418001313,0.9861945971821892
Kabab Korner,NorthIndian,CasualDining,3.9,2,3,-0.8994422145771689,0.7138388604893607
Qissa Khawani,NorthIndian,CasualDining,4.4,2,3,-0.32182698201741616,-0.405067017372116
Sagar Delicacy,NorthIndian,CasualDining,3.9,2,3,-0.15655777031984192,-1.045842443597878
Northern Route,NorthIndian,QuickBites,4.1,1,3,0.6905057518362243,-0.39649316644646987
Dakshin Biryani & Tiffin,Andhra,CasualDining,3.4,2,1,2.5858991050243225,-0.6669536628017698
